,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6726,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6727,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6728,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,woods
6729,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6730,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6731,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6732,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6733,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,woods
6734,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6735,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6736,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6737,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6738,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6739,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6740,poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6741,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6742,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6743,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6744,edible,convex,fibrous,gray,False,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,p,white,2,pendant,white,scattered,grasses
6745,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6746,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6747,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6748,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6749,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6750,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6751,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,woods
6752,edible, bell,fibrous,gray,False,none,free,crowded,broad,white,enlarging,,smooth,smooth,white,white,p,white,2,pendant,white,scattered,grasses
6753,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,woods
6754,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,woods
6755,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6756,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,leaves
6757,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,woods
6758,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6759,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6760,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,woods
6761,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,woods
6762,edible,knobbed,fibrous,gray,False,none,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,p,white,2,pendant,white,scattered,grasses
6763,edible, bell,smooth,brown,False,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,p,brown,1,pendant,orange,clustered,leaves
6764,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6765,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6766,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6767,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6768,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6769,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6770,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6771,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6772,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6773,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6774,edible,convex,fibrous,white,False,none,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,p,white,2,pendant,white,numerous,grasses
6775,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6776,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6777,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6778,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6779,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6780,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6781,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6782,poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6783,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6784,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,woods
6785,poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6786,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,woods
6787,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6788,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,woods
6789,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6790,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,paths
6791,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6792,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6793,poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,woods
6794,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6795,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6796,poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6797,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6798,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6799,poisonous,knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6800,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,leaves
6801,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6802,poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,paths
6803,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,p,white,1,evanescent,white,several,leaves
6804,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,woods
6805,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6806,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6807,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6808,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6809,poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,woods
6810,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,leaves
6811,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6812,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6813,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,paths
6814,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6815,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,leaves
6816,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,woods
6817,poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,paths
6818,poisonous,knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,leaves
6819,poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,p,white,1,evanescent,white,several,woods
6820,poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6821,poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,p,white,1,evanescent,white,several,leaves
6822,poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6823,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,p,white,1,evanescent,white,several,paths
6824,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,paths
6825,poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,woods
6826,poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,leaves
6827,edible,convex,smooth,gray,False,none,free,crowded,broad,white,enlarging,,silky,smooth,white,white,p,white,2,pendant,white,numerous,grasses
6828,poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,p,white,1,evanescent,white,several,woods
6829,poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6830,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,p,white,1,evanescent,white,several,paths
6831,poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,paths
6832,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,paths
6833,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,p,white,1,evanescent,white,several,leaves
6834,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,p,white,1,evanescent,white,several,leaves
6835,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,p,white,1,evanescent,white,several,paths
6836,poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,leaves
6837,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,p,white,1,evanescent,white,several,paths
6838,poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,p,white,1,evanescent,white,several,paths
6839,poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,p,white,1,evanescent,white,several,leaves
6840,poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,p,white,1,evanescent,white,several,paths
6841,poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,p,white,1,evanescent,white,several,woods
6842,poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,p,white,1,evanescent,white,several,paths
