BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,11202,1,,A0,222-18 109TH AVE,,11429,1,0,1,"5,000",1181,1945,1,A0,"$   625,000",04/02/2019
4,REGO PARK,02 TWO FAMILY DWELLINGS,1,3121,10,,B1,63-39 ELLWELL CRESCENT,,11374,2,0,2,"3,833",2119,1934,1,B1,"$   990,000",04/02/2019
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,2082,107,,D4,"61-15 97TH STREET, 9L",,11374,0,0,0,0,0,1960,2,D4,"$   205,000",04/02/2019
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,2093,245,,D4,"61-45 98TH STREET, 8D",,11374,0,0,0,0,0,1960,2,D4,"$   419,796",04/02/2019
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,3171,19,,D4,"100-26 67TH ROAD, 2G",,11375,0,0,0,0,0,1966,2,D4,"$   669,000",04/02/2019
4,REGO PARK,17 CONDO COOPS,2,2118,1003,,R9,"99-32 66 ROAD, RESI",,11374,0,0,0,0,0,0,2,R9,$   - 0,04/02/2019
4,REGO PARK,43 CONDO OFFICE BUILDINGS,4,2075,1101,,RB,"92-29 QUEENS BOULEVARD, 2H",2H,11374,0,1,1,0,0,0,4,RB,"$   250,000",04/02/2019
4,REGO PARK,44 CONDO PARKING,4,2075,1255,,RG,"92-29 QUEENS BOULEVARD, P45",P45,11374,0,1,1,0,153,0,4,RG,"$   250,000",04/02/2019
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9440,81,,A9,94-12 124TH STREET,,11419,1,0,1,"2,273",1178,1925,1,A9,$   - 0,04/02/2019
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9528,49,,A1,104-19 105TH STREET,,11417,1,0,1,"4,000",1767,1920,1,A1,"$   670,000",04/02/2019
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS,1,3494,39,,B1,6022 BLEECKER STREET,,11385,2,0,2,"2,125",2400,1920,1,B1,"$   1,050,000",04/02/2019
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,12981,39,,A2,243-11 132ND ROAD,,11422,1,0,1,"4,000",1128,1950,1,A2,"$   707,533",04/02/2019
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13638,15,,B2,245-18 147TH DRIVE,,11422,2,0,2,"3,990",2226,1950,1,B2,$   - 0,04/02/2019
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12186,44,,A5,155-44 LINDEN BLVD,,11434,1,0,1,"1,600",1152,1955,1,A5,$   - 0,04/02/2019
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,10244,15,,A1,169-08 107TH AVENUE,,11433,1,0,1,"2,040",1680,1920,1,A1,"$   556,500",04/02/2019
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11726,63,,A1,130-50 120TH STREET,,11420,1,0,1,"2,304",1340,1925,1,A1,"$   625,000",04/02/2019
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12282,64,,A2,132-11 157 STREET,,11434,1,0,1,"4,000",840,1940,1,A2,"$   435,000",04/02/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11044,6,,A5,115-73 203RD ST,,11412,1,0,1,"3,033",1280,1950,1,A5,"$   550,000",04/02/2019
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12654,9,,A2,198-18 119TH AVE,,11412,1,0,1,"3,890",1063,1950,1,A2,"$   525,000",04/02/2019
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4630,52,,A2,145-43 20TH AVENUE,,11357,1,0,1,"6,248",1719,1950,1,A2,$   - 0,04/02/2019
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,332,164,,A1,129 DRAKE AVENUE,,10314,1,0,1,"5,480",1250,1915,1,A1,"$   600,000",04/02/2019
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS,1,304,88,,A2,25 DOUGLAS AVENUE,,10310,1,0,1,"5,000",822,1950,1,A2,$   - 0,04/02/2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5217,110,,A5,34 PLEASANT STREET,,10308,1,0,1,"1,670",1020,1991,1,A5,"$   427,000",04/02/2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5238,34,,A2,509 WINCHESTER AVE,,10312,1,0,1,"6,016",2520,1975,1,A2,$   - 0,04/02/2019
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5468,35,,A5,18 EAST AUGUSTA AVENUE,,10308,1,0,1,"2,800",1332,1970,1,A5,"$   550,000",04/02/2019
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,689,326,,A1,533 VALLEYVIEW PLACE,,10314,1,0,1,"7,400",2160,1975,1,A1,"$   500,000",04/02/2019
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,700,23,,A2,36 TILLMAN STREET,,10314,1,0,1,"4,000",864,1950,1,A2,"$   360,000",04/02/2019
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,107,6,,A5,31 WEBSTER AVENUE,,10301,1,0,1,"1,000",945,1989,1,A5,"$   315,000",04/02/2019
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,3636,52,,A2,16 BACHE AVENUE,,10306,1,0,1,"5,529",608,1955,1,A2,"$   450,000",04/02/2019
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4228,29,,A2,122 STERLING AVE,,10306,1,0,1,"4,000",1196,1960,1,A2,"$   598,888",04/02/2019
5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND,1B,4085,5,,V0,103 CEDAR GROVE AVENUE,,10306,0,0,0,"1,800",0,0,1,V0,"$   125,000",04/02/2019
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1053,28,,A1,267 DECKER AVENUE,,10302,1,0,1,"2,500",1256,1925,1,A1,"$   335,500",04/02/2019
5,ROSEBANK,04 TAX CLASS 1 CONDOS,1A,3005,1082,,R3,"64 NORTH DRIVE, N/A",,10305,1,0,1,"283,725",504,1979,1,R3,"$   445,000",04/02/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3124,392,,A5,86 SEA GATE COURT,,10305,1,0,1,"1,000",1096,1999,1,A5,"$   455,000",04/02/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3397,14,,A1,4 VULCAN STREET,,10305,1,0,1,"3,791",2194,2018,1,A1,"$   941,881",04/02/2019
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3412,49,,A6,84 MC LAUGHLIN STREET,,10305,1,0,1,"2,000",280,1925,1,A6,"$   110,000",04/02/2019
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1112,,R4,"93 WORTH STREET, 206",206,10013,1,0,1,"12,422",475,1924,2,R4,"$   930,000",04/03/2019
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS,2,1090,1202,,R4,"635 WEST 42ND STREET, 42E",42E,10036,1,0,1,0,1014,2005,2,R4,"$   1,400,000",04/03/2019
1,EAST VILLAGE,17 CONDO COOPS,2,446,1102,,R9,"99 EAST 4TH STREET, 2K",,10003,0,0,0,0,0,1928,2,R9,"$   1,248,000",04/03/2019
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,2,25,1647,,R4,"15 WILLIAM STREET, 37D",37D,10005,1,0,1,0,698,2005,2,R4,"$   935,000",04/03/2019
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,2,817,29,,D4,"16 WEST 16TH STREET, 4KS",,10011,0,0,0,0,0,1964,2,D4,"$   529,500",04/03/2019
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,2,817,29,,D4,"16 WEST 16TH STREET, 12MN",,10011,0,0,0,0,0,1964,2,D4,"$   962,500",04/03/2019
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS,2,842,7,,D4,"7 EAST 14TH STREET, 912",,10003,0,0,0,0,0,1965,2,D4,"$   835,000",04/03/2019
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,2,851,2166,,R4,"45 EAST 22ND STREET, 48B",48B,10010,1,0,1,0,2169,2014,2,R4,"$   7,032,914",04/03/2019
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS,2,875,8,,D4,"105 EAST 19TH STREET, PHA",,10003,0,0,0,0,0,1920,2,D4,"$   1,900,000",04/03/2019
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,2,908,1017,,R4,"200 EAST 28TH STREET, 3E",3E,10016,1,0,1,0,503,1965,2,R4,$   10,04/03/2019
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,2,561,14,,D4,"40 EAST 10TH STREET, 6G",,10003,0,0,0,0,0,1929,2,D4,$   - 0,04/03/2019
1,GREENWICH VILLAGE-CENTRAL,17 CONDO COOPS,2,544,1102,,R9,"445 LAFAYETTE STREET, 8A",,10003,0,0,0,0,0,0,2,R9,"$   4,047,500",04/03/2019
1,GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS,2A,613,12,,C3,246 WEST 11TH STREET,,10014,4,0,4,"1,600",2400,1910,2,C3,"$   7,800,000",04/03/2019
1,GREENWICH VILLAGE-WEST,10 COOPS - ELEVATOR APARTMENTS,2,642,57,,D0,"822 GREENWICH STREET, 2D",,10014,0,0,0,0,0,1920,2,D0,"$   851,000",04/03/2019
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,2,1826,1221,,R4,"2040 FREDERICK DOUGLASS B, 4D",4D,10026,1,0,1,0,655,2016,2,R4,"$   1,220,000",04/03/2019
1,JAVITS CENTER,10 COOPS - ELEVATOR APARTMENTS,2,732,16,,D4,"433 WEST 34TH STREET, 14H",,10001,0,0,0,0,0,1930,2,D4,"$   495,000",04/03/2019
1,JAVITS CENTER,10 COOPS - ELEVATOR APARTMENTS,2,732,16,,D4,"433 WEST 34TH STREET, 14J",,10001,0,0,0,0,0,1930,2,D4,"$   498,000",04/03/2019
1,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,702,1061,,R4,"553 WEST 30TH STREET, 29J",29J,10001,1,0,1,0,1161,2015,2,R4,"$   2,779,981",04/03/2019
1,LITTLE ITALY,07 RENTALS - WALKUP APARTMENTS,2,495,42,,C7,51 SPRING STREET,,10012,15,2,17,"1,390",8075,1910,2,C7,"$   10,825,000",04/03/2019
1,LITTLE ITALY,09 COOPS - WALKUP APARTMENTS,2,494,33,,C6,"213 MOTT STREET, D2",,10012,0,0,0,0,0,1900,2,C6,$   - 0,04/03/2019
1,LOWER EAST SIDE,09 COOPS - WALKUP APARTMENTS,2,348,73,,C6,"172 DELANCEY STREET, 3A",,10002,0,0,0,0,0,1920,2,C6,"$   400,000",04/03/2019
1,LOWER EAST SIDE,10 COOPS - ELEVATOR APARTMENTS,2,311,13,,D4,"212 EAST BROADWAY, G506",,10002,0,0,0,0,0,1960,2,D4,"$   999,999",04/03/2019
1,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,2,248,1067,,R4,"250 SOUTH STREET, 11J",11J,10002,1,0,1,0,696,2015,2,R4,"$   1,196,576",04/03/2019
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,2,1833,1368,,R4,"382 CENTRAL PARK WEST, 18W",18W,10025,1,0,1,"112,960",823,1961,2,R4,$   - 0,04/03/2019
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,2,1833,1394,,R4,"382 CENTRAL PARK WEST, 20B",20B,10025,1,0,1,"112,960",840,1961,2,R4,$   - 0,04/03/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1335,22,,D4,"45 TUDOR CITY PLACE, 1609",,10017,0,0,0,0,0,1927,2,D4,"$   319,000",04/03/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1338,5,,D4,"310 EAST 46TH STREET, 5A",,10017,0,0,0,0,0,1929,2,D4,"$   635,000",04/03/2019
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,2,1363,31,,D4,"434 EAST 52ND STREET, 6E",,10022,0,0,0,0,0,1930,2,D4,"$   1,130,000",04/03/2019
1,MIDTOWN EAST,47 CONDO NON-BUSINESS STORAGE,4,1345,1220,,RS,"959 1 AVENUE, SU5",SU5,10022,0,1,1,0,0,2008,4,RS,"$   67,500",04/03/2019
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,2,1040,1625,,R4,"393 WEST 49TH STREET, 4W",4W,10019,1,0,1,0,475,1989,2,R4,$   - 0,04/03/2019
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,2,909,15,,D4,"229 EAST 28TH STREET, 3L",,10016,0,0,0,0,0,1962,2,D4,"$   352,500",04/03/2019
1,SOHO,10 COOPS - ELEVATOR APARTMENTS,2,500,5,,D0,"108 WOOSTER STREET, 5A",,10012,0,0,0,0,0,1900,2,D0,"$   1,825,000",04/03/2019
1,SOHO,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,496,1103,,R1,"93 CROSBY STREET, 3",3,10012,1,0,1,"1,747",1765,1900,2,R1,$   - 0,04/03/2019
1,SOUTHBRIDGE,10 COOPS - ELEVATOR APARTMENTS,2,94,1,,D4,"90 GOLD STREET, 6E",,10038,0,0,0,0,0,1971,2,D4,$   - 0,04/03/2019
1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS,2,1468,35,,C6,"482 EAST 74TH STREET, 4C",,10021,0,0,0,0,0,1910,2,C6,"$   255,000",04/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1379,51,,D4,"30 EAST 65, 9D",,10065,0,0,0,0,0,1962,2,D4,$   - 0,04/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1402,6,,D4,"115 EAST 67TH STREET, 7C",,10065,0,0,0,0,0,1931,2,D4,"$   3,250,000",04/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1405,33,,D4,"179 EAST 70TH STREET, 3C",,10021,0,0,0,0,0,1959,2,D4,"$   1,700,000",04/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1407,8,,D4,"117 EAST 72ND STREET, 9TH F",,10021,0,0,0,0,0,1928,2,D4,"$   10,000,000",04/03/2019
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1452,19,,D4,"345 EAST 77TH STREET, 5H",,10075,0,0,0,0,0,1920,2,D4,"$   545,000",04/03/2019
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,2,1447,1115,,R4,"1355 FIRST AVENUE, 15FL",15FL,10021,1,0,1,"5,100",3451,2009,2,R4,"$   6,400,000",04/03/2019
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,2,1449,1052,,R4,"330 EAST 75TH STREET, 6L",6L,10021,1,0,1,0,594,0,2,R4,$   - 0,04/03/2019
1,UPPER EAST SIDE (59-79),17 CONDO COOPS,2,1409,1103,,R9,"130 EAST 75TH STREET, 10D",,10021,0,0,0,0,0,1929,2,R9,"$   3,150,000",04/03/2019
1,UPPER EAST SIDE (59-79),17 CONDO COOPS,2,1458,1103,,R9,"425 EAST 63 STREET, W9D",,10065,0,0,0,0,0,1958,2,R9,"$   1,526,043",04/03/2019
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1500,,R4,"200 EAST 94TH STREET, 1817",1817,10128,1,0,1,"45,739",1880,1986,2,R4,"$   3,693,877",04/03/2019
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1551,1145,,R4,"360 EAST 89TH STREET, 17B",17B,10128,1,0,1,"7,755",1489,2015,2,R4,"$   2,399,999",04/03/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1167,64,,D4,"330 WEST END AVENUE, 2A",,10023,0,0,0,0,0,1916,2,D4,"$   1,450,000",04/03/2019
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,2,1182,20,,D4,"315 WEST 70TH STREET, PHA",,10023,0,0,0,0,0,1963,2,D4,"$   2,375,000",04/03/2019
1,UPPER WEST SIDE (59-79),17 CONDO COOPS,2,1179,1008,,R9,"165 WEST END AVENUE, 7M",,10023,0,0,0,0,0,1962,2,R9,"$   1,445,000",04/03/2019
1,UPPER WEST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS,2A,1202,10,,C2,55 WEST 88TH STREET,,10024,5,0,5,"2,013",7060,1900,2,C2,$   - 0,04/03/2019
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1245,34,,D4,"320 WEST 83RD STREET, 1D",,10024,0,0,0,0,0,1940,2,D4,"$   620,000",04/03/2019
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,2,1248,49,,D4,"334 WEST 87TH STREET, 1A",,10024,0,0,0,0,0,1927,2,D4,"$   899,000",04/03/2019
1,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,2,1892,6,,D4,"315 WEST 106TH STREET, 7B",,10025,0,0,0,0,0,1926,2,D4,$   - 0,04/03/2019
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS,2,1868,1012,,R4,"275 WEST 96TH STREET, 2D",2D,10025,1,0,1,"37,844",1026,0,2,R4,$   - 0,04/03/2019
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS,2,1871,1056,,R4,"245 WEST 99TH STREET, 25B",,10025,1,0,1,"1,802",2568,2006,2,R4,"$   5,450,000",04/03/2019
1,WASHINGTON HEIGHTS LOWER,03 THREE FAMILY DWELLINGS,1,2125,50,,C0,503 WEST 168TH STREET,,10032,3,0,3,"2,375",3800,1920,1,C0,$   - 0,04/03/2019
1,WASHINGTON HEIGHTS LOWER,09 COOPS - WALKUP APARTMENTS,2,2115,40,,C6,"501 WEST 156 STREET, 1",,10032,0,0,0,0,0,1930,2,C6,"$   380,000",04/03/2019
1,WASHINGTON HEIGHTS UPPER,08 RENTALS - ELEVATOR APARTMENTS,2,2180,157,,D1,725 WEST 184 STREET,,10033,78,0,78,"18,875",70692,1937,2,D1,"$   23,350,000",04/03/2019
1,WASHINGTON HEIGHTS UPPER,08 RENTALS - ELEVATOR APARTMENTS,2,2180,199,,D1,110 BENNETT AVE,,10033,53,0,53,"10,870",50568,1940,2,D1,"$   18,375,000",04/03/2019
2,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,1,3306,52,,B3,217 BEDFORD PARK BLVD,,10458,2,0,2,"2,938",1963,1925,1,B3,$   - 0,04/03/2019
2,CITY ISLAND,02 TWO FAMILY DWELLINGS,1,5627,38,,B3,37 CENTRE STREET,,10464,2,0,2,"4,000",1559,1940,1,B3,"$   662,500",04/03/2019
2,MELROSE/CONCOURSE,10 COOPS - ELEVATOR APARTMENTS,2,2474,1,,D4,"811 WALTON AVENUE, A17",,10451,0,0,0,0,0,1927,2,D4,"$   232,134",04/03/2019
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4201,57,,A1,1852 YATES AVE,,10461,1,0,1,"2,500",1656,1940,1,A1,$   - 0,04/03/2019
2,MORRIS PARK/VAN NEST,22 STORE BUILDINGS,4,4042,248,,K4,2205 EAST TREMONT AVENUE,,10462,0,2,2,"2,915",4005,1950,4,K4,$   - 0,04/03/2019
2,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS,1,2807,83,,A9,117 EAST 179 STREET,,10453,1,0,1,"1,611",2232,1899,1,A9,"$   405,000",04/03/2019
2,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,1,4205,50,,A5,1790 SEMINOLE AVENUE,,10461,1,0,1,"2,400",1600,1940,1,A5,"$   616,440",04/03/2019
2,RIVERDALE,02 TWO FAMILY DWELLINGS,1,5847,1333,,B9,412 WEST 255 STREET,,10471,2,0,2,"2,368",828,1960,1,B9,"$   680,000",04/03/2019
2,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY DWELLINGS,1,5400,9,,C0,1571 HOLLYWOOD AVENUE,,10461,3,0,3,"4,525",2592,1935,1,C0,"$   838,000",04/03/2019
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3494,53,,B3,453 BEACH AVENUE,,10473,2,0,2,"2,500",1860,1920,1,B3,"$   732,274",04/03/2019
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5547,34,,A1,2785 PHILIP AVENUE,,10465,1,0,1,"2,500",1600,1925,1,A1,$   - 0,04/03/2019
2,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5013,1,,A5,4238 BRUNER,,10466,1,0,1,"2,500",992,1950,1,A5,"$   285,000",04/03/2019
2,WESTCHESTER,02 TWO FAMILY DWELLINGS,1,3969,42,,B1,1435 PARKER STREET,,10462,2,0,2,"3,125",2192,1910,1,B1,"$   534,581",04/03/2019
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,1,4661,15,,B1,718 EAST 214TH STREET,,10467,2,0,2,"1,858",2808,2004,1,B1,"$   250,000",04/03/2019
3,BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5888,33,,B1,102 71ST STREET,,11209,2,0,2,"2,622",2432,1925,1,B1,$   - 0,04/03/2019
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1856,27,,B3,194 MAC DONOUGH STREET,,11216,2,0,2,"2,000",3360,1899,1,B3,"$   3,150,000",04/03/2019
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1835,50,,C0,369 HANCOCK STREET,,11216,3,0,3,"1,750",2940,1905,1,C0,"$   1,570,000",04/03/2019
3,BEDFORD STUYVESANT,05 TAX CLASS 1 VACANT LAND,1B,1942,6,,V0,273A SKILLMAN STREET,,11205,0,0,0,"1,617",0,0,1,V0,$   - 0,04/03/2019
3,BEDFORD STUYVESANT,05 TAX CLASS 1 VACANT LAND,1B,1953,7,,V0,385 CLASSON AVENUE,,11238,0,0,0,"2,958",0,0,1,V0,"$   1,500,000",04/03/2019
3,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS,2,1732,16,,C1,204 ELLERY STREET,,11206,27,0,27,"5,000",21750,1931,2,C1,$   - 0,04/03/2019
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1913,1915,,R1,"662 MYRTLE AVENUE, 5",5,11205,1,0,1,"1,036",1036,2004,2,R1,$   - 0,04/03/2019
3,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS,2,6241,1127,,R4,"7608 BAY PARKWAY, 6F",6F,11214,1,0,1,0,719,2009,2,R4,"$   585,494",04/03/2019
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5462,57,,A5,1959 51ST STREET,,11204,1,0,1,"1,603",1024,1920,1,A5,"$   840,000",04/03/2019
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS,1,5692,25,,A5,1456 56 STREET,,11219,1,0,1,"2,003",2950,1965,1,A5,"$   1,525,000",04/03/2019
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,769,10,,C0,814 47TH STREET,,11220,3,0,3,"2,003",3588,1920,1,C0,"$   1,500,000",04/03/2019
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5435,76,,C0,1723 46TH STREET,,11204,3,0,3,"2,538",2360,1920,1,C0,"$   600,000",04/03/2019
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS,1,5649,49,,C0,1371 51ST STREET,,11219,3,0,3,"2,003",3120,1975,1,C0,"$   503,000",04/03/2019
3,BOROUGH PARK,14 RENTALS - 4-10 UNIT,2A,5650,55,,S5,1455 51ST STREET,,11219,5,1,6,"3,005",9770,2017,2,S5,"$   1,495,000",04/03/2019
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,2,8691,11,,D4,"601 BRIGHTWATER COURT, 2F",,11235,0,0,0,0,0,1929,2,D4,"$   250,000",04/03/2019
3,BUSHWICK,02 TWO FAMILY DWELLINGS,1,3194,45,,B2,899 WILLOUGHBY AVENUE,,11221,2,0,2,"2,090",2420,1899,1,B2,"$   997,500",04/03/2019
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8004,55,,A2,742 EAST 84 STREET,,11236,1,0,1,"4,000",2112,1960,1,A2,"$   660,000",04/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,7991,131,,B2,623 EAST 86TH STREET,,11236,2,0,2,"2,990",2340,1984,1,B2,"$   367,500",04/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8074,28,,B1,1305 EAST 83RD STREET,,11236,2,0,2,"2,400",3450,1960,1,B1,"$   512,000",04/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8217,43,,B1,1258 EAST 91 STREET,,11236,2,0,2,"2,100",1942,1960,1,B1,$   - 0,04/03/2019
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8301,49,,B9,1416 EAST 99TH STREET,,11236,2,0,2,"3,233",2772,1960,1,B9,$   - 0,04/03/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8088,3,,C0,2 PAERDEGAT 14 STREET,,11236,3,0,3,"3,183",3465,1960,1,C0,$   - 0,04/03/2019
3,CLINTON HILL,10 COOPS - ELEVATOR APARTMENTS,2,1901,1,,D4,"210 CLINTON AVENUE, 14F",,11205,0,0,0,0,0,1945,2,D4,$   - 0,04/03/2019
3,COBBLE HILL-WEST,13 CONDOS - ELEVATOR APARTMENTS,2,320,1304,,R4,"29 TIFFANY PL, PH5",PH-5,11231,1,0,1,0,2406,0,2,R4,$   - 0,04/03/2019
3,COBBLE HILL-WEST,44 CONDO PARKING,4,320,1229,,RP,"29 TIFFANY PLACE, P-29",P-29,11231,0,1,1,0,0,0,4,RP,$   - 0,04/03/2019
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1261,43,,B9,505 EASTERN PARKWAY,,11216,2,0,2,"2,162",2208,1901,1,B9,"$   1,750,000",04/03/2019
3,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS,1,1240,71,,C0,791 STERLING PLACE,,11216,3,0,3,"3,407",6075,1899,1,C0,"$   2,070,000",04/03/2019
3,CROWN HEIGHTS,14 RENTALS - 4-10 UNIT,2A,1366,47,,S3,170 UTICA AVENUE,3,11213,3,1,4,"1,634",3135,1910,2,S3,$   - 0,04/03/2019
3,CROWN HEIGHTS,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,1147,1208,,R1,"651 WASHINGTON AVENUE, 5R",5R,11238,1,0,1,0,1117,2008,2,R1,"$   1,078,000",04/03/2019
3,DYKER HEIGHTS,04 TAX CLASS 1 CONDOS,1A,5758,1015,,R3,"1020 66TH STREET, B-3",B3,11219,1,0,1,"7,294",786,0,1,R3,$   10,04/03/2019
